status,badgeCategory_name,Company_Name,Company_Type,Country_of_Residence,created_at,Industry,Is_this_your_first_time_attending_Ai_Everything,is_upgraded,isDropOff,Job_Title,Media_Type,Nationality,need_approval,operatingSystem,paid_amount_egp,paid_amount_usd,Payment Method,payment_card,payment_status,promoCode_id,promoCode_name,Publication_Name,Publication_Website,School_Name,source,Stage_Of_Funding,Student_ID,ticketType,Title,updated_at,Upload_here_your_Press_credentials_company_badge_ID_etc,urn,utm_campaign,utm_content,utm_medium,utm_source,utm_term,Visa_invitation_Letter,What_day_would_you_like_to_attend_the_training_on,What_Products_Services_Are_You_Looking_For,Who_Are_You_Funded_By,Would_you_like_to_attend_AWS_training_academy_session
Completed,Workshop Pass,Future Group ,Corporate,Egypt,"""2026-01-14T14:40:09.036Z""",Digital Transformation,,FALSE,FALSE,Regional Manager,,Egypt,FALSE,Windows NT 10.0,750,0,local,wallet,Paid,42418106-f265-4142-95ac-07f969d4669c,AIEEGY50,,,,Online Page,,,Workshop Pass,,"""2026-01-14T14:45:23.000Z""",,1249622914,,,,,,No,,"Big Data & Analytics, Blockchain, Consumer Tech, Internet of Things (IOT), Marketing & Advertising Tech",,
Completed,Exhibitor,Click Cash,,Egypt,"""2026-01-14T14:31:47.698Z""",,,FALSE,FALSE,Founder and  CEO,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T14:31:47.698Z""",,9971154672,,,,,,No,,,,
Drop Off,All Access Pass,sdfsd,Corporate,Czech Republic,"""2026-01-14T14:29:46.300Z""",Artificial Intelligence,,FALSE,TRUE,sdfsd,,Aland Islands,FALSE,Mac OS X 10_15_7,0,0,,,Unpaid,,,,,,Online Page,,,Delegate,,"""2026-01-14T14:29:46.300Z""",,7617886965,aiemeaegypt26,,popup,GITEXwebsite,,No,,"Future Mobility & Transportation, Unmanned Aerial Vehicles (Drones)",,
Completed,Workshop Pass,My Telecom Technology,SME,Bahrain,"""2026-01-14T13:28:55.917Z""",SG & Telecommunications,,FALSE,FALSE,Managing Director,,Bahrain,FALSE,iPhone,0,15,international,card,Paid,42418106-f265-4142-95ac-07f969d4669c,AIEEGY50,,,,Online Page,,,Workshop Pass,,"""2026-01-14T13:31:41.000Z""",,7937329495,,,,,,No,,"5G & Telecommunications, Smart Home & Smart Workplace, Smart Manufacturing, Software Services, Cloud Services",,
Pending,Media,,,Egypt,"""2026-01-14T13:19:13.212Z""",,Yes,FALSE,FALSE,Video journalist,Website,Egypt,TRUE,Mac OS X 10_15_7,0,0,,,FOC,,,CNN Business Arabic,https://cnnbusinessarabic.com/,,Online Page,,,Media,Ms,"""2026-01-14T13:19:13.212Z""",https://macber-registration.s3.eu-north-1.amazonaws.com/uploads/3dcd2e4d-9cda-4cc4-b239-82c078495161_20260114_131912.webp,9134212177,,,,,,No,,,,
Pending,Media,,,Egypt,"""2026-01-14T13:12:32.162Z""",,Yes,FALSE,FALSE,Head of Communications and Technology Department,News,Egypt,TRUE,Android 16,0,0,,,FOC,,,Albwaba,albawabhnews.com,,Online Page,,,Media,Mrs,"""2026-01-14T13:12:32.162Z""",https://macber-registration.s3.eu-north-1.amazonaws.com/uploads/3dcd2e4d-9cda-4cc4-b239-82c078495161_20260114_131231.webp,6577899577,,,,,,No,,,,
More Info,Student Delegate Pass,,,Egypt,"""2026-01-14T13:11:28.025Z""",Cloud Services,,FALSE,FALSE,BSc Computer ScienceStudent,,Egypt,TRUE,Android 10,0,0,,,Unpaid,,,,,Egyptian University of Informatics,Online Page,,https://macber-registration.s3.eu-north-1.amazonaws.com/uploads/c24b4b65-9a22-406f-9606-79261db097da_20260114_131127.webp,Student Delegate Pass,,"""2026-01-14T13:29:14.336Z""",,8029626834,,,,,,No,,"Cloud Services, Coding and Development, Cybersecurity, Networking & Infrastructure, Software Services",,
Completed,All Access Pass,Global Brands Group,Corporate,Egypt,"""2026-01-14T13:05:17.672Z""",Digital Transformation,,FALSE,FALSE,Customer Success Unit Manager,,Egypt,FALSE,iPhone,2500,0,local,card,Paid,42418106-f265-4142-95ac-07f969d4669c,AIEEGY50,,,,Online Page,,,Delegate,,"""2026-01-14T13:07:44.000Z""",,9054946614,,,,,,No,,"Cloud Services, Big Data & Analytics, Artificial Intelligence, Cybersecurity, Data Centres",,
Completed,Visitor Pass,RAKICT,SME,Egypt,"""2026-01-14T13:00:00.082Z""",Education,,FALSE,FALSE,Training Director,,Egypt,FALSE,Windows NT 10.0,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T13:00:00.082Z""",,7987996679,,,RAKICT,VisitorInvite,,No,,"Cloud Services, Digital Finance, Cybersecurity",,
Completed,All Access Pass,KNET - The Shared Electronic Banking Services,Corporate,Kuwait,"""2026-01-14T12:49:38.611Z""",Banking & Insurance,,FALSE,FALSE,InfoSec Compliance and Governance,,Sudan,FALSE,Windows NT 10.0,0,50.5,international,card,Paid,42418106-f265-4142-95ac-07f969d4669c,AIEEGY50,,,,Online Page,,,Delegate,,"""2026-01-14T12:54:12.000Z""",,7701209337,,,,,,Yes,,"Regulatory Technology, Networking & Infrastructure, Ecommerce, Digital Finance, Cybersecurity",,
Completed,Visitor Pass,Orange  Egypt,Corporate,Egypt,"""2026-01-14T12:44:47.319Z""",SG & Telecommunications,,FALSE,FALSE,Head of transport ,,Egypt,FALSE,Windows NT 10.0,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T12:44:47.319Z""",,5017558519,,,"Fortinet,BV",VisitorInvite,,No,,"5G & Telecommunications, Artificial Intelligence",,
Completed,Visitor Pass,ELSEWEDY ELECTRIC,Corporate,Egypt,"""2026-01-14T12:25:21.148Z""",Energy & Utilities,,FALSE,FALSE,Systems Administration Team Leader,,Egypt,FALSE,Windows NT 10.0,210,0,local,card,Paid,98e53478-2de5-42ef-8555-53eb0ffc1a13,prepopUAA5ZY,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T12:29:56.000Z""",,8113521325,20260107_aiemea26_vispromexhtech_Ar,,email,Eloqua,,No,,"Artificial Intelligence, Big Data & Analytics, Ecommerce, Digital Finance",,
Completed,Exhibitor,ZIWO,,Egypt,"""2026-01-14T11:59:07.975Z""",,,FALSE,FALSE,Marketing Development Representative,,Egypt,FALSE,Mac OS X 10_15_7,0,0,,,FOC,,,,,,Badging Portal,,,Exhibitor,,"""2026-01-14T11:59:07.975Z""",,7462942424,,,,,,No,,,,
Completed,Visitor Pass,Etisalat Misr,Corporate,Egypt,"""2026-01-14T11:51:10.130Z""",SG & Telecommunications,,FALSE,FALSE,Head of Enterprise Security Planning and Operations,,Egypt,FALSE,Windows NT 10.0,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T11:51:10.130Z""",,9254078788,,,"Fortinet,BV",VisitorInvite,,No,,"5G & Telecommunications, Cybersecurity, Data Centres",,
Drop Off,Visitor Pass,Ican,Media,United Arab Emirates,"""2026-01-14T11:39:01.014Z""",Retail Technology,,FALSE,TRUE,Owner,,Egypt,FALSE,iPhone,0,0,,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T11:39:01.000Z""",,6117382893,,,WhatsApp,tanla,,No,,"Unmanned Aerial Vehicles (Drones), Media, Mobile Accessories & Peripherals",,
Completed,Workshop Pass,Al Zubarah Information Technology,Corporate,Qatar,"""2026-01-14T11:37:11.265Z""",Artificial Intelligence,,FALSE,FALSE,CEO,,Jordan,FALSE,iPhone,0,30,international,apple_pay,Paid,,,,,,Online Page,,,Workshop Pass,,"""2026-01-14T11:57:21.000Z""",,4984532336,,,,,,No,,"Artificial Intelligence, Cloud Services, Cybersecurity, Internet of Things (IOT), Networking & Infrastructure",,
Completed,Visitor Pass,El Sewedy,Corporate,Egypt,"""2026-01-14T11:22:52.877Z""",Artificial Intelligence,,FALSE,FALSE,Machine Learning Engineer,,Egypt,FALSE,iPhone,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T11:22:52.877Z""",,1408503940,,,NtegralOneSolutions,VisitorInvite,,No,,"Artificial Intelligence, Big Data & Analytics",,
Completed,Visitor Pass,Etisalat,Corporate,Egypt,"""2026-01-14T11:20:26.449Z""",Cyber Security,,FALSE,FALSE,GRC and Arch. Manager,,Egypt,FALSE,Windows NT 10.0,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T11:20:26.449Z""",,1863887216,,,"Fortinet,BV",VisitorInvite,,No,,"Cybersecurity, Mobile Accessories & Peripherals, Networking & Infrastructure",,
Completed,Visitor Pass,Future Group,Corporate,Egypt,"""2026-01-14T10:59:38.486Z""",Education,,FALSE,FALSE,Business Development Executive,,Egypt,FALSE,Windows NT 10.0,300,0,local,card,Paid,,,,,,Online Page,,,Visitor Pass,,"""2026-01-14T11:02:00.000Z""",,9880742363,aiemeaegypt26,,popup,website,,No,,"Media, Artificial Intelligence, Cloud Services",,
Drop Off,Visitor Pass,King University,Academia,Saudi Arabia,"""2026-01-14T10:55:03.763Z""",Artificial Intelligence,,FALSE,TRUE,Associate Professor,,Saudi Arabia,FALSE,Mac OS X 10_15_7,0,7,international,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T10:55:42.000Z""",,2849658919,20260107_aiemea26_vispromexhtech_Ar,,email,Eloqua,,No,,"3D Printing & Printing Services, Artificial Intelligence, Education Tech, Internet of Things (IOT), AgriTech & FoodTech",,
Rejected,Student Delegate Pass,,,Egypt,"""2026-01-14T10:54:41.229Z""",Digital Transformation,,FALSE,FALSE,Business Development Executive,,Egypt,TRUE,Windows NT 10.0,0,0,,,Unpaid,,,,,Future Group,Online Page,,https://macber-registration.s3.eu-north-1.amazonaws.com/uploads/c24b4b65-9a22-406f-9606-79261db097da_20260114_105440.webp,Student Delegate Pass,,"""2026-01-14T11:16:56.543Z""",,3196004980,,,,,,No,,"Media, Data Centres, Energy Tech",,
Drop Off,All Access Pass,SEDAKIN,Investment Fund,Democratic Republic of the Congo,"""2026-01-14T10:47:47.085Z""",Banking & Insurance,,FALSE,TRUE,DELEGATE,,Democratic Republic of the Congo,FALSE,Windows NT 10.0,0,0,,,Unpaid,,,,,,Online Page,,,Delegate,,"""2026-01-14T10:47:47.085Z""",,3462620774,,,,,,Yes,,"Digital Finance, Ecommerce",,
Completed,Workshop Pass,Guretruck for Solutions,Corporate,Egypt,"""2026-01-14T10:43:08.509Z""",Future Mobility & Transportation,,FALSE,FALSE,Engineering Manager,,Egypt,FALSE,Windows NT 10.0,1500,0,local,card,Paid,,,,,,Online Page,,,Workshop Pass,,"""2026-01-14T10:45:38.000Z""",,8917830438,,,,,,No,,"Coding and Development, Future Mobility & Transportation, Software Services",,
Completed,Visitor Pass,Arabhardware ,Industry Association,Egypt,"""2026-01-14T10:31:23.773Z""",E-Commerce,,FALSE,FALSE,Senior Hardware Specialist ,,Egypt,FALSE,Android 10,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T10:31:23.773Z""",,6525301822,,,NtegralOneSolutions,VisitorInvite,,No,,"Artificial Intelligence, Gaming, Big Data & Analytics",,
Completed,Workshop Pass,GURETRUCK,Corporate,Egypt,"""2026-01-14T10:23:30.484Z""",Logistics & Supply Chain,,FALSE,FALSE,Senior Frontend Developer,,Egypt,FALSE,Mac OS X 10_15_7,1500,0,local,card,Paid,,,,,,Online Page,,,Workshop Pass,,"""2026-01-14T10:49:31.000Z""",,2198119399,,,,,,No,,"Artificial Intelligence, Ecommerce, Coding and Development, Blockchain, Future Mobility & Transportation",,
Completed,Visitor Pass,Cairo University,Academia,Egypt,"""2026-01-14T10:09:51.551Z""",Artificial Intelligence,,FALSE,FALSE,Student,,Egypt,FALSE,Android 10,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T10:09:51.551Z""",,2864761883,,,NtegralOneSolutions,VisitorInvite,,No,,"Artificial Intelligence, Data Centres, Quantum & High Performance Computing",,
Completed,Exhibitor,Click Cash,,Egypt,"""2026-01-14T09:58:15.873Z""",,,FALSE,FALSE,Business Development ,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T09:58:15.873Z""",,8474199126,,,,,,No,,,,
Completed,Exhibitor,Click Cash,,Egypt,"""2026-01-14T09:57:24.266Z""",,,FALSE,FALSE,General Manager,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T09:57:24.266Z""",,5796270182,,,,,,No,,,,
Completed,Exhibitor,Click Cash,,Egypt,"""2026-01-14T09:55:15.632Z""",,,FALSE,FALSE,Sales Manager,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T09:55:15.632Z""",,8149306119,,,,,,No,,,,
Completed,Exhibitor,Olimi AI,,Egypt,"""2026-01-14T09:39:47.483Z""",,,FALSE,FALSE,Backend Engineer,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T09:39:47.483Z""",,5267902624,,,,,,No,,,,
Completed,All Access Pass,Rasan,Corporate,Egypt,"""2026-01-14T09:31:38.547Z""",Banking & Insurance,,FALSE,FALSE,Senior IT Support Engineer,,Egypt,FALSE,Windows NT 10.0,5000,0,local,card,Paid,,,,,,Online Page,,,Delegate,,"""2026-01-14T09:37:28.000Z""",,8174627585,,,,,,No,,"Artificial Intelligence, Cloud Services, Cybersecurity, Data Centres, Networking & Infrastructure",,
Completed,Visitor Pass,Nilesat ,Media,Egypt,"""2026-01-14T09:14:40.474Z""",Connectivity,,FALSE,FALSE,"Public Relations, Media and Communications Director",,Egypt,FALSE,Windows NT 10.0,300,0,local,card,Paid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T09:17:19.000Z""",,5599158023,20260107_aiemea26_vispromexhtech_Ar,,email,Eloqua,,No,,"5G & Telecommunications, Marketing & Advertising Tech, Media, Artificial Intelligence",,
Completed,Visitor Pass,Ayman Afandy,Corporate,Egypt,"""2026-01-14T09:08:57.291Z""",FMCG,,FALSE,FALSE,Board Member,,Egypt,FALSE,iPhone,210,0,local,card,Paid,1657316b-c2ac-4b52-aa13-58e06936f99c,prepopD87HLM,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T09:09:43.000Z""",,8210005030,,,WhatsApp,tanla,,No,,"Artificial Intelligence, Big Data & Analytics",,
Completed,Visitor Pass,Elsewedy Electric,Corporate,Egypt,"""2026-01-14T09:08:13.420Z""",Manufacturing,,FALSE,FALSE,AI Senior Manager,,Egypt,FALSE,Windows NT 10.0,0,0,FOC,,FOC,,,,,,Visitor invite,,,Visitor Pass,,"""2026-01-14T09:08:13.420Z""",,2048801797,,,NtegralOneSolutions,VisitorInvite,,No,,"Artificial Intelligence, Big Data & Analytics, Cloud Services, Smart Manufacturing, Space Tech",,
Drop Off,Visitor Pass,SA Consultancy,SME,United Arab Emirates,"""2026-01-14T09:05:37.425Z""",Digital Transformation,,FALSE,TRUE,CEO and founder,,Morocco,FALSE,Android 16,0,0,,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T09:05:37.000Z""",,1778524314,,,WhatsApp,tanla,,No,,"Education Tech, Ecommerce, Consumer Tech, Artificial Intelligence",,
Drop Off,Visitor Pass,IMS,SME,Egypt,"""2026-01-14T09:03:47.401Z""",Digital Transformation,,FALSE,TRUE,Business Development Director ,,Egypt,FALSE,iPhone,0,0,,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T09:03:47.000Z""",,2518361977,,,WhatsApp,tanla,,No,,"Artificial Intelligence, Consumer Tech, Data Centres, Internet of Things (IOT), Networking & Infrastructure",,
Completed,Media,,,Egypt,"""2026-01-14T08:53:33.337Z""",,Yes,FALSE,FALSE,Video Producer,Website,Egypt,FALSE,Mac OS X 10_15_7,0,0,,,FOC,,,cnnbusinessarabic,https://cnnbusinessarabic.com/,,Online Page,,,Media,Mr,"""2026-01-14T10:02:46.915Z""",https://macber-registration.s3.eu-north-1.amazonaws.com/uploads/3dcd2e4d-9cda-4cc4-b239-82c078495161_20260114_085332.webp,1107279066,,,,,,No,,,,
Drop Off,Visitor Pass,AL Jazeera Media Network,Media,Qatar,"""2026-01-14T08:53:19.107Z""",Artificial Intelligence,,FALSE,TRUE,Broadcast Engineer,,Jordan,FALSE,iPhone,0,0,,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T08:53:19.000Z""",,4967666784,,,WhatsApp,tanla,,No,,"Artificial Intelligence, Cloud Services, Cybersecurity, Quantum & High Performance Computing, Networking & Infrastructure",,
Completed,Exhibitor,Olimi AI,,Egypt,"""2026-01-14T08:50:08.043Z""",,,FALSE,FALSE,Full Stack Engineer,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T08:50:08.043Z""",,2632922052,,,,,,No,,,,
Completed,Student Delegate Pass,,,Iraq,"""2026-01-14T08:49:20.646Z""",Big Data & Analytics,,FALSE,FALSE,Studdent,,Iraq,FALSE,Windows NT 10.0,0,0,,,Unpaid,,,,,Mansoura University,Online Page,,https://macber-registration.s3.eu-north-1.amazonaws.com/uploads/c24b4b65-9a22-406f-9606-79261db097da_20260114_084920.webp,Student Delegate Pass,,"""2026-01-14T09:25:10.935Z""",,8711156201,,,,,,No,,"Artificial Intelligence, Big Data & Analytics, Coding and Development, Ecommerce, Education Tech",,
Completed,Visitor Pass,Saudisoft,Corporate,Egypt,"""2026-01-14T08:38:41.726Z""",Media & Advertising,,FALSE,FALSE,Business Development Manager,,Egypt,FALSE,Windows NT 10.0,210,0,local,card,Paid,feed6cdd-9db7-40c8-a93d-a5af469c867e,prepop2AF7RK,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T08:45:02.000Z""",,4052932302,,,,,,No,,"Artificial Intelligence, Gaming, Software Services",,
Completed,Exhibitor,ZIWO,,Egypt,"""2026-01-14T08:37:29.829Z""",,,FALSE,FALSE,Sales Development Representative,,Egypt,FALSE,Mac OS X 10_15_7,0,0,,,FOC,,,,,,Badging Portal,,,Exhibitor,,"""2026-01-14T08:37:29.829Z""",,3814609368,,,,,,No,,,,
Completed,Exhibitor,Ziwo,,Egypt,"""2026-01-14T08:36:57.335Z""",,,FALSE,FALSE,Account Executive,,Egypt,FALSE,Mac OS X 10_15_7,0,0,,,FOC,,,,,,Badging Portal,,,Exhibitor,,"""2026-01-14T08:36:57.335Z""",,1662272432,,,,,,No,,,,
Drop Off,Visitor Pass,Giza systems,Corporate,Egypt,"""2026-01-14T08:21:35.904Z""",Digital Transformation,,FALSE,TRUE,Group Design Office Director,,Egypt,FALSE,Windows NT 10.0,0,0,,,Unpaid,,,,,,Online Page,,,Visitor Pass,,"""2026-01-14T08:21:35.904Z""",,9971887232,,,,,,No,,"Artificial Intelligence, Smart Cities, Internet of Things (IOT), Future Mobility & Transportation, Software Services",,
Drop Off,Visitor Pass,Ph,Corporate,Egypt,"""2026-01-14T08:19:25.967Z""",Automotive,,FALSE,TRUE,Ph,,Egypt,FALSE,iPhone,0,0,,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T08:19:26.000Z""",,3537440904,,,WhatsApp,tanla,,No,,"3D Printing & Printing Services, Space Tech",,
Completed,Exhibitor,Fortinet,,Egypt,"""2026-01-14T08:18:55.120Z""",,,FALSE,FALSE,Team Lead Systems Engineering,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T08:18:55.120Z""",,6914054470,,,,,,No,,,,
Completed,Exhibitor,Fortinet,,Egypt,"""2026-01-14T08:17:21.454Z""",,,FALSE,FALSE,Channel Manager,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T08:17:21.454Z""",,8194589599,,,,,,No,,,,
Completed,Exhibitor,Fortinet,,Egypt,"""2026-01-14T08:16:26.110Z""",,,FALSE,FALSE,Senior Country Manager,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T08:16:26.110Z""",,6738110445,,,,,,No,,,,
Completed,Exhibitor,novomind MEA,,Egypt,"""2026-01-14T08:16:07.319Z""",,,FALSE,FALSE,CTO,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T08:16:07.319Z""",,9623035569,,,,,,No,,,,
Drop Off,Visitor Pass,Donor Electronic System,Distributor,United Arab Emirates,"""2026-01-14T08:14:41.408Z""",Smart Home & Smart Workplace,,FALSE,TRUE,MD,,Sudan,FALSE,iPhone,0,0,,,Unpaid,,,,,,Pre Pop,,,Visitor Pass,,"""2026-01-14T08:14:41.000Z""",,7812515002,,,WhatsApp,tanla,,Yes,,"3D Printing & Printing Services, Artificial Intelligence, Cloud Services, Consumer Tech, Energy Tech",,
Completed,Workshop Pass,nVent,Industry Association,Egypt,"""2026-01-14T08:09:43.524Z""",Data Centres,,FALSE,FALSE,Sales Manager Africa ,,Egypt,FALSE,Windows NT 10.0,0,15,international,card,Paid,42418106-f265-4142-95ac-07f969d4669c,AIEEGY50,,,,Online Page,,,Workshop Pass,,"""2026-01-14T08:11:11.000Z""",,3589444452,,,,,,No,,"5G & Telecommunications, Data Centres, Internet of Things (IOT), Smart Cities",,
Completed,Exhibitor,Fortinet,,Egypt,"""2026-01-14T08:09:43.509Z""",,,FALSE,FALSE,Major Account Manager,,Egypt,FALSE,,0,0,,,FOC,,,,,,Online Page,,,Exhibitor,,"""2026-01-14T08:09:43.509Z""",,1736572145,,,,,,No,,,,
